=== Attention Sweep Job Started ===
Node: c1109a-s25.ufhpc
MODEL: meta-llama/Meta-Llama-3.1-8B
--------------------------------------------------------
Running Attention Sweep: Model=meta-llama/Meta-Llama-3.1-8B, Attn=eager, Dtype=bfloat16
hf ({'pretrained': 'meta-llama/Meta-Llama-3.1-8B', 'dtype': 'bfloat16', 'parallelize': True, 'attn_implementation': 'eager'}), gen_kwargs: ({'temperature': 0, 'do_sample': False}), limit: None, num_fewshot: None, batch_size: 1
|                    Tasks                     |Version|     Filter     |n-shot|  Metric   |   |Value |   |Stderr|
| - cmmlu_college_engineering_hydrology        |      1|none            |     0|acc        |↑  |0.5094|±  |0.0488|
|                                              |       |none            |     0|acc_norm   |↑  |0.5094|±  |0.0488|
| - cmmlu_college_law                          |      1|none            |     0|acc        |↑  |0.4259|±  |0.0478|
|                                              |       |none            |     0|acc_norm   |↑  |0.4259|±  |0.0478|
| - cmmlu_college_mathematics                  |      1|none            |     0|acc        |↑  |0.3714|±  |0.0474|
|                                              |       |none            |     0|acc_norm   |↑  |0.3714|±  |0.0474|
| - cmmlu_college_medical_statistics           |      1|none            |     0|acc        |↑  |0.5849|±  |0.0481|
|                                              |       |none            |     0|acc_norm   |↑  |0.5849|±  |0.0481|
| - cmmlu_college_medicine                     |      1|none            |     0|acc        |↑  |0.4872|±  |0.0303|
|                                              |       |none            |     0|acc_norm   |↑  |0.4872|±  |0.0303|
| - cmmlu_computer_science                     |      1|none            |     0|acc        |↑  |0.5980|±  |0.0344|
|                                              |       |none            |     0|acc_norm   |↑  |0.5980|±  |0.0344|
| - cmmlu_computer_security                    |      1|none            |     0|acc        |↑  |0.6725|±  |0.0360|
|                                              |       |none            |     0|acc_norm   |↑  |0.6725|±  |0.0360|
| - cmmlu_conceptual_physics                   |      1|none            |     0|acc        |↑  |0.5306|±  |0.0413|
|                                              |       |none            |     0|acc_norm   |↑  |0.5306|±  |0.0413|
| - cmmlu_construction_project_management      |      1|none            |     0|acc        |↑  |0.4029|±  |0.0418|
|                                              |       |none            |     0|acc_norm   |↑  |0.4029|±  |0.0418|
| - cmmlu_economics                            |      1|none            |     0|acc        |↑  |0.6478|±  |0.0380|
|                                              |       |none            |     0|acc_norm   |↑  |0.6478|±  |0.0380|
| - cmmlu_education                            |      1|none            |     0|acc        |↑  |0.5767|±  |0.0388|
|                                              |       |none            |     0|acc_norm   |↑  |0.5767|±  |0.0388|
| - cmmlu_electrical_engineering               |      1|none            |     0|acc        |↑  |0.4767|±  |0.0382|
|                                              |       |none            |     0|acc_norm   |↑  |0.4767|±  |0.0382|
| - cmmlu_elementary_chinese                   |      1|none            |     0|acc        |↑  |0.3651|±  |0.0304|
|                                              |       |none            |     0|acc_norm   |↑  |0.3651|±  |0.0304|
| - cmmlu_elementary_commonsense               |      1|none            |     0|acc        |↑  |0.4747|±  |0.0356|
|                                              |       |none            |     0|acc_norm   |↑  |0.4747|±  |0.0356|
| - cmmlu_elementary_information_and_technology|      1|none            |     0|acc        |↑  |0.7605|±  |0.0277|
|                                              |       |none            |     0|acc_norm   |↑  |0.7605|±  |0.0277|
| - cmmlu_elementary_mathematics               |      1|none            |     0|acc        |↑  |0.3261|±  |0.0310|
|                                              |       |none            |     0|acc_norm   |↑  |0.3261|±  |0.0310|
| - cmmlu_ethnology                            |      1|none            |     0|acc        |↑  |0.4222|±  |0.0427|
|                                              |       |none            |     0|acc_norm   |↑  |0.4222|±  |0.0427|
| - cmmlu_food_science                         |      1|none            |     0|acc        |↑  |0.5804|±  |0.0414|
|                                              |       |none            |     0|acc_norm   |↑  |0.5804|±  |0.0414|
| - cmmlu_genetics                             |      1|none            |     0|acc        |↑  |0.4943|±  |0.0378|
|                                              |       |none            |     0|acc_norm   |↑  |0.4943|±  |0.0378|
| - cmmlu_global_facts                         |      1|none            |     0|acc        |↑  |0.5503|±  |0.0409|
|                                              |       |none            |     0|acc_norm   |↑  |0.5503|±  |0.0409|
| - cmmlu_high_school_biology                  |      1|none            |     0|acc        |↑  |0.4734|±  |0.0385|
|                                              |       |none            |     0|acc_norm   |↑  |0.4734|±  |0.0385|
| - cmmlu_high_school_chemistry                |      1|none            |     0|acc        |↑  |0.3485|±  |0.0416|
|                                              |       |none            |     0|acc_norm   |↑  |0.3485|±  |0.0416|
| - cmmlu_high_school_geography                |      1|none            |     0|acc        |↑  |0.5085|±  |0.0462|
|                                              |       |none            |     0|acc_norm   |↑  |0.5085|±  |0.0462|
| - cmmlu_high_school_mathematics              |      1|none            |     0|acc        |↑  |0.3110|±  |0.0363|
|                                              |       |none            |     0|acc_norm   |↑  |0.3110|±  |0.0363|
| - cmmlu_high_school_physics                  |      1|none            |     0|acc        |↑  |0.4091|±  |0.0471|
|                                              |       |none            |     0|acc_norm   |↑  |0.4091|±  |0.0471|
| - cmmlu_high_school_politics                 |      1|none            |     0|acc        |↑  |0.4825|±  |0.0419|
|                                              |       |none            |     0|acc_norm   |↑  |0.4825|±  |0.0419|
| - cmmlu_human_sexuality                      |      1|none            |     0|acc        |↑  |0.5635|±  |0.0444|
|                                              |       |none            |     0|acc_norm   |↑  |0.5635|±  |0.0444|
| - cmmlu_international_law                    |      1|none            |     0|acc        |↑  |0.4432|±  |0.0366|
|                                              |       |none            |     0|acc_norm   |↑  |0.4432|±  |0.0366|
| - cmmlu_journalism                           |      1|none            |     0|acc        |↑  |0.5872|±  |0.0376|
|                                              |       |none            |     0|acc_norm   |↑  |0.5872|±  |0.0376|
| - cmmlu_jurisprudence                        |      1|none            |     0|acc        |↑  |0.5109|±  |0.0247|
|                                              |       |none            |     0|acc_norm   |↑  |0.5109|±  |0.0247|
| - cmmlu_legal_and_moral_basis                |      1|none            |     0|acc        |↑  |0.8411|±  |0.0250|
|                                              |       |none            |     0|acc_norm   |↑  |0.8411|±  |0.0250|
| - cmmlu_logical                              |      1|none            |     0|acc        |↑  |0.5610|±  |0.0449|
|                                              |       |none            |     0|acc_norm   |↑  |0.5610|±  |0.0449|
| - cmmlu_machine_learning                     |      1|none            |     0|acc        |↑  |0.5820|±  |0.0448|
|                                              |       |none            |     0|acc_norm   |↑  |0.5820|±  |0.0448|
| - cmmlu_management                           |      1|none            |     0|acc        |↑  |0.5905|±  |0.0340|
|                                              |       |none            |     0|acc_norm   |↑  |0.5905|±  |0.0340|
| - cmmlu_marketing                            |      1|none            |     0|acc        |↑  |0.5833|±  |0.0368|
|                                              |       |none            |     0|acc_norm   |↑  |0.5833|±  |0.0368|
| - cmmlu_marxist_theory                       |      1|none            |     0|acc        |↑  |0.6455|±  |0.0349|
|                                              |       |none            |     0|acc_norm   |↑  |0.6455|±  |0.0349|
| - cmmlu_modern_chinese                       |      1|none            |     0|acc        |↑  |0.2672|±  |0.0413|
|                                              |       |none            |     0|acc_norm   |↑  |0.2672|±  |0.0413|
| - cmmlu_nutrition                            |      1|none            |     0|acc        |↑  |0.4621|±  |0.0415|
|                                              |       |none            |     0|acc_norm   |↑  |0.4621|±  |0.0415|
| - cmmlu_philosophy                           |      1|none            |     0|acc        |↑  |0.5524|±  |0.0488|
|                                              |       |none            |     0|acc_norm   |↑  |0.5524|±  |0.0488|
| - cmmlu_professional_accounting              |      1|none            |     0|acc        |↑  |0.5771|±  |0.0375|
|                                              |       |none            |     0|acc_norm   |↑  |0.5771|±  |0.0375|
| - cmmlu_professional_law                     |      1|none            |     0|acc        |↑  |0.3744|±  |0.0334|
|                                              |       |none            |     0|acc_norm   |↑  |0.3744|±  |0.0334|
| - cmmlu_professional_medicine                |      1|none            |     0|acc        |↑  |0.4149|±  |0.0254|
|                                              |       |none            |     0|acc_norm   |↑  |0.4149|±  |0.0254|
| - cmmlu_professional_psychology              |      1|none            |     0|acc        |↑  |0.5733|±  |0.0325|
|                                              |       |none            |     0|acc_norm   |↑  |0.5733|±  |0.0325|
| - cmmlu_public_relations                     |      1|none            |     0|acc        |↑  |0.5345|±  |0.0379|
|                                              |       |none            |     0|acc_norm   |↑  |0.5345|±  |0.0379|
| - cmmlu_security_study                       |      1|none            |     0|acc        |↑  |0.7037|±  |0.0394|
|                                              |       |none            |     0|acc_norm   |↑  |0.7037|±  |0.0394|
| - cmmlu_sociology                            |      1|none            |     0|acc        |↑  |0.5575|±  |0.0331|
|                                              |       |none            |     0|acc_norm   |↑  |0.5575|±  |0.0331|
| - cmmlu_sports_science                       |      1|none            |     0|acc        |↑  |0.5030|±  |0.0390|
|                                              |       |none            |     0|acc_norm   |↑  |0.5030|±  |0.0390|
| - cmmlu_traditional_chinese_medicine         |      1|none            |     0|acc        |↑  |0.4324|±  |0.0365|
|                                              |       |none            |     0|acc_norm   |↑  |0.4324|±  |0.0365|
| - cmmlu_virology                             |      1|none            |     0|acc        |↑  |0.6331|±  |0.0372|
|                                              |       |none            |     0|acc_norm   |↑  |0.6331|±  |0.0372|
| - cmmlu_world_history                        |      1|none            |     0|acc        |↑  |0.6025|±  |0.0387|
|                                              |       |none            |     0|acc_norm   |↑  |0.6025|±  |0.0387|
| - cmmlu_world_religions                      |      1|none            |     0|acc        |↑  |0.6312|±  |0.0383|
|                                              |       |none            |     0|acc_norm   |↑  |0.6312|±  |0.0383|
|gsm8k                                         |      3|flexible-extract|     5|exact_match|↑  |0.5049|±  |0.0138|
|                                              |       |strict-match    |     5|exact_match|↑  |0.5042|±  |0.0138|
|humaneval                                     |      1|create_test     |     0|pass@1     |   |0.3598|±  |0.0376|
|piqa                                          |      1|none            |     0|acc        |↑  |0.7911|±  |0.0095|
|                                              |       |none            |     0|acc_norm   |↑  |0.8101|±  |0.0092|

|Groups|Version|Filter|n-shot| Metric |   |Value |   |Stderr|
|------|------:|------|------|--------|---|-----:|---|-----:|
|cmmlu |      1|none  |      |acc     |↑  |0.5115|±  |0.0045|
|      |       |none  |      |acc_norm|↑  |0.5115|±  |0.0045|

Completed Attn=eager
--------------------------------------------------------
Running Attention Sweep: Model=meta-llama/Meta-Llama-3.1-8B, Attn=sdpa, Dtype=bfloat16
hf ({'pretrained': 'meta-llama/Meta-Llama-3.1-8B', 'dtype': 'bfloat16', 'parallelize': True, 'attn_implementation': 'sdpa'}), gen_kwargs: ({'temperature': 0, 'do_sample': False}), limit: None, num_fewshot: None, batch_size: 1
|                    Tasks                     |Version|     Filter     |n-shot|  Metric   |   |Value |   |Stderr|
|----------------------------------------------|------:|----------------|-----:|-----------|---|-----:|---|-----:|
|cmmlu                                         |      1|none            |      |acc        |↑  |0.5114|±  |0.0045|
|                                              |       |none            |      |acc_norm   |↑  |0.5114|±  |0.0045|
| - cmmlu_agronomy                             |      1|none            |     0|acc        |↑  |0.5089|±  |0.0386|
|                                              |       |none            |     0|acc_norm   |↑  |0.5089|±  |0.0386|
| - cmmlu_anatomy                              |      1|none            |     0|acc        |↑  |0.3446|±  |0.0392|
|                                              |       |none            |     0|acc_norm   |↑  |0.3446|±  |0.0392|
| - cmmlu_ancient_chinese                      |      1|none            |     0|acc        |↑  |0.3171|±  |0.0364|
|                                              |       |none            |     0|acc_norm   |↑  |0.3171|±  |0.0364|
| - cmmlu_arts                                 |      1|none            |     0|acc        |↑  |0.6125|±  |0.0386|
|                                              |       |none            |     0|acc_norm   |↑  |0.6125|±  |0.0386|
| - cmmlu_astronomy                            |      1|none            |     0|acc        |↑  |0.3697|±  |0.0377|
|                                              |       |none            |     0|acc_norm   |↑  |0.3697|±  |0.0377|
| - cmmlu_business_ethics                      |      1|none            |     0|acc        |↑  |0.5694|±  |0.0343|
|                                              |       |none            |     0|acc_norm   |↑  |0.5694|±  |0.0343|
| - cmmlu_chinese_civil_service_exam           |      1|none            |     0|acc        |↑  |0.4500|±  |0.0395|
|                                              |       |none            |     0|acc_norm   |↑  |0.4500|±  |0.0395|
| - cmmlu_chinese_driving_rule                 |      1|none            |     0|acc        |↑  |0.6947|±  |0.0404|
|                                              |       |none            |     0|acc_norm   |↑  |0.6947|±  |0.0404|
| - cmmlu_chinese_food_culture                 |      1|none            |     0|acc        |↑  |0.4191|±  |0.0425|
|                                              |       |none            |     0|acc_norm   |↑  |0.4191|±  |0.0425|
| - cmmlu_chinese_foreign_policy               |      1|none            |     0|acc        |↑  |0.5514|±  |0.0483|
|                                              |       |none            |     0|acc_norm   |↑  |0.5514|±  |0.0483|
| - cmmlu_chinese_history                      |      1|none            |     0|acc        |↑  |0.5387|±  |0.0278|
|                                              |       |none            |     0|acc_norm   |↑  |0.5387|±  |0.0278|
| - cmmlu_chinese_literature                   |      1|none            |     0|acc        |↑  |0.3382|±  |0.0332|
|                                              |       |none            |     0|acc_norm   |↑  |0.3382|±  |0.0332|
| - cmmlu_chinese_teacher_qualification        |      1|none            |     0|acc        |↑  |0.6034|±  |0.0367|
|                                              |       |none            |     0|acc_norm   |↑  |0.6034|±  |0.0367|
| - cmmlu_clinical_knowledge                   |      1|none            |     0|acc        |↑  |0.4346|±  |0.0323|
|                                              |       |none            |     0|acc_norm   |↑  |0.4346|±  |0.0323|
| - cmmlu_college_actuarial_science            |      1|none            |     0|acc        |↑  |0.2547|±  |0.0425|
|                                              |       |none            |     0|acc_norm   |↑  |0.2547|±  |0.0425|
| - cmmlu_college_education                    |      1|none            |     0|acc        |↑  |0.6449|±  |0.0465|
|                                              |       |none            |     0|acc_norm   |↑  |0.6449|±  |0.0465|
| - cmmlu_college_engineering_hydrology        |      1|none            |     0|acc        |↑  |0.5094|±  |0.0488|
|                                              |       |none            |     0|acc_norm   |↑  |0.5094|±  |0.0488|
| - cmmlu_college_law                          |      1|none            |     0|acc        |↑  |0.4352|±  |0.0479|
|                                              |       |none            |     0|acc_norm   |↑  |0.4352|±  |0.0479|
| - cmmlu_college_mathematics                  |      1|none            |     0|acc        |↑  |0.3810|±  |0.0476|
|                                              |       |none            |     0|acc_norm   |↑  |0.3810|±  |0.0476|
| - cmmlu_college_medical_statistics           |      1|none            |     0|acc        |↑  |0.6038|±  |0.0477|
|                                              |       |none            |     0|acc_norm   |↑  |0.6038|±  |0.0477|
| - cmmlu_college_medicine                     |      1|none            |     0|acc        |↑  |0.4945|±  |0.0303|
|                                              |       |none            |     0|acc_norm   |↑  |0.4945|±  |0.0303|
| - cmmlu_computer_science                     |      1|none            |     0|acc        |↑  |0.6176|±  |0.0341|
|                                              |       |none            |     0|acc_norm   |↑  |0.6176|±  |0.0341|
| - cmmlu_computer_security                    |      1|none            |     0|acc        |↑  |0.6725|±  |0.0360|
|                                              |       |none            |     0|acc_norm   |↑  |0.6725|±  |0.0360|
| - cmmlu_conceptual_physics                   |      1|none            |     0|acc        |↑  |0.5170|±  |0.0414|
|                                              |       |none            |     0|acc_norm   |↑  |0.5170|±  |0.0414|
| - cmmlu_construction_project_management      |      1|none            |     0|acc        |↑  |0.3957|±  |0.0416|
|                                              |       |none            |     0|acc_norm   |↑  |0.3957|±  |0.0416|
| - cmmlu_economics                            |      1|none            |     0|acc        |↑  |0.6352|±  |0.0383|
|                                              |       |none            |     0|acc_norm   |↑  |0.6352|±  |0.0383|
| - cmmlu_education                            |      1|none            |     0|acc        |↑  |0.5706|±  |0.0389|
|                                              |       |none            |     0|acc_norm   |↑  |0.5706|±  |0.0389|
| - cmmlu_electrical_engineering               |      1|none            |     0|acc        |↑  |0.4826|±  |0.0382|
|                                              |       |none            |     0|acc_norm   |↑  |0.4826|±  |0.0382|
| - cmmlu_elementary_chinese                   |      1|none            |     0|acc        |↑  |0.3651|±  |0.0304|
|                                              |       |none            |     0|acc_norm   |↑  |0.3651|±  |0.0304|
| - cmmlu_elementary_commonsense               |      1|none            |     0|acc        |↑  |0.4798|±  |0.0356|
|                                              |       |none            |     0|acc_norm   |↑  |0.4798|±  |0.0356|
| - cmmlu_elementary_information_and_technology|      1|none            |     0|acc        |↑  |0.7563|±  |0.0279|
|                                              |       |none            |     0|acc_norm   |↑  |0.7563|±  |0.0279|
| - cmmlu_elementary_mathematics               |      1|none            |     0|acc        |↑  |0.3174|±  |0.0308|
|                                              |       |none            |     0|acc_norm   |↑  |0.3174|±  |0.0308|
| - cmmlu_ethnology                            |      1|none            |     0|acc        |↑  |0.4296|±  |0.0428|
|                                              |       |none            |     0|acc_norm   |↑  |0.4296|±  |0.0428|
| - cmmlu_food_science                         |      1|none            |     0|acc        |↑  |0.5874|±  |0.0413|
|                                              |       |none            |     0|acc_norm   |↑  |0.5874|±  |0.0413|
| - cmmlu_genetics                             |      1|none            |     0|acc        |↑  |0.5000|±  |0.0378|
|                                              |       |none            |     0|acc_norm   |↑  |0.5000|±  |0.0378|
| - cmmlu_global_facts                         |      1|none            |     0|acc        |↑  |0.5503|±  |0.0409|
|                                              |       |none            |     0|acc_norm   |↑  |0.5503|±  |0.0409|
| - cmmlu_high_school_biology                  |      1|none            |     0|acc        |↑  |0.4675|±  |0.0385|
|                                              |       |none            |     0|acc_norm   |↑  |0.4675|±  |0.0385|
| - cmmlu_high_school_chemistry                |      1|none            |     0|acc        |↑  |0.3485|±  |0.0416|
|                                              |       |none            |     0|acc_norm   |↑  |0.3485|±  |0.0416|
| - cmmlu_high_school_geography                |      1|none            |     0|acc        |↑  |0.5169|±  |0.0462|
|                                              |       |none            |     0|acc_norm   |↑  |0.5169|±  |0.0462|
| - cmmlu_high_school_mathematics              |      1|none            |     0|acc        |↑  |0.3049|±  |0.0361|
|                                              |       |none            |     0|acc_norm   |↑  |0.3049|±  |0.0361|
| - cmmlu_high_school_physics                  |      1|none            |     0|acc        |↑  |0.3909|±  |0.0467|
|                                              |       |none            |     0|acc_norm   |↑  |0.3909|±  |0.0467|
| - cmmlu_high_school_politics                 |      1|none            |     0|acc        |↑  |0.4825|±  |0.0419|
|                                              |       |none            |     0|acc_norm   |↑  |0.4825|±  |0.0419|
| - cmmlu_human_sexuality                      |      1|none            |     0|acc        |↑  |0.5714|±  |0.0443|
|                                              |       |none            |     0|acc_norm   |↑  |0.5714|±  |0.0443|
| - cmmlu_international_law                    |      1|none            |     0|acc        |↑  |0.4541|±  |0.0367|
|                                              |       |none            |     0|acc_norm   |↑  |0.4541|±  |0.0367|
| - cmmlu_journalism                           |      1|none            |     0|acc        |↑  |0.5814|±  |0.0377|
|                                              |       |none            |     0|acc_norm   |↑  |0.5814|±  |0.0377|
| - cmmlu_jurisprudence                        |      1|none            |     0|acc        |↑  |0.5134|±  |0.0247|
|                                              |       |none            |     0|acc_norm   |↑  |0.5134|±  |0.0247|
| - cmmlu_legal_and_moral_basis                |      1|none            |     0|acc        |↑  |0.8411|±  |0.0250|
|                                              |       |none            |     0|acc_norm   |↑  |0.8411|±  |0.0250|
| - cmmlu_logical                              |      1|none            |     0|acc        |↑  |0.5610|±  |0.0449|
|                                              |       |none            |     0|acc_norm   |↑  |0.5610|±  |0.0449|
| - cmmlu_machine_learning                     |      1|none            |     0|acc        |↑  |0.5902|±  |0.0447|
|                                              |       |none            |     0|acc_norm   |↑  |0.5902|±  |0.0447|
| - cmmlu_management                           |      1|none            |     0|acc        |↑  |0.5952|±  |0.0340|
|                                              |       |none            |     0|acc_norm   |↑  |0.5952|±  |0.0340|
| - cmmlu_marketing                            |      1|none            |     0|acc        |↑  |0.5833|±  |0.0368|
|                                              |       |none            |     0|acc_norm   |↑  |0.5833|±  |0.0368|
| - cmmlu_marxist_theory                       |      1|none            |     0|acc        |↑  |0.6561|±  |0.0346|
|                                              |       |none            |     0|acc_norm   |↑  |0.6561|±  |0.0346|
| - cmmlu_modern_chinese                       |      1|none            |     0|acc        |↑  |0.2845|±  |0.0421|
|                                              |       |none            |     0|acc_norm   |↑  |0.2845|±  |0.0421|
| - cmmlu_nutrition                            |      1|none            |     0|acc        |↑  |0.4552|±  |0.0415|
|                                              |       |none            |     0|acc_norm   |↑  |0.4552|±  |0.0415|
| - cmmlu_philosophy                           |      1|none            |     0|acc        |↑  |0.5619|±  |0.0487|
|                                              |       |none            |     0|acc_norm   |↑  |0.5619|±  |0.0487|
| - cmmlu_professional_accounting              |      1|none            |     0|acc        |↑  |0.5829|±  |0.0374|
|                                              |       |none            |     0|acc_norm   |↑  |0.5829|±  |0.0374|
| - cmmlu_professional_law                     |      1|none            |     0|acc        |↑  |0.3460|±  |0.0328|
|                                              |       |none            |     0|acc_norm   |↑  |0.3460|±  |0.0328|
| - cmmlu_professional_medicine                |      1|none            |     0|acc        |↑  |0.4096|±  |0.0254|
|                                              |       |none            |     0|acc_norm   |↑  |0.4096|±  |0.0254|
| - cmmlu_professional_psychology              |      1|none            |     0|acc        |↑  |0.5690|±  |0.0326|
|                                              |       |none            |     0|acc_norm   |↑  |0.5690|±  |0.0326|
| - cmmlu_public_relations                     |      1|none            |     0|acc        |↑  |0.5287|±  |0.0380|
|                                              |       |none            |     0|acc_norm   |↑  |0.5287|±  |0.0380|
| - cmmlu_security_study                       |      1|none            |     0|acc        |↑  |0.7111|±  |0.0392|
|                                              |       |none            |     0|acc_norm   |↑  |0.7111|±  |0.0392|
| - cmmlu_sociology                            |      1|none            |     0|acc        |↑  |0.5664|±  |0.0330|
|                                              |       |none            |     0|acc_norm   |↑  |0.5664|±  |0.0330|
| - cmmlu_sports_science                       |      1|none            |     0|acc        |↑  |0.5030|±  |0.0390|
|                                              |       |none            |     0|acc_norm   |↑  |0.5030|±  |0.0390|
| - cmmlu_traditional_chinese_medicine         |      1|none            |     0|acc        |↑  |0.4270|±  |0.0365|
|                                              |       |none            |     0|acc_norm   |↑  |0.4270|±  |0.0365|
| - cmmlu_virology                             |      1|none            |     0|acc        |↑  |0.6154|±  |0.0375|
|                                              |       |none            |     0|acc_norm   |↑  |0.6154|±  |0.0375|
| - cmmlu_world_history                        |      1|none            |     0|acc        |↑  |0.6025|±  |0.0387|
|                                              |       |none            |     0|acc_norm   |↑  |0.6025|±  |0.0387|
| - cmmlu_world_religions                      |      1|none            |     0|acc        |↑  |0.6125|±  |0.0386|
|                                              |       |none            |     0|acc_norm   |↑  |0.6125|±  |0.0386|
|gsm8k                                         |      3|flexible-extract|     5|exact_match|↑  |0.5087|±  |0.0138|
|                                              |       |strict-match    |     5|exact_match|↑  |0.5080|±  |0.0138|
|humaneval                                     |      1|create_test     |     0|pass@1     |   |0.3598|±  |0.0376|
|piqa                                          |      1|none            |     0|acc        |↑  |0.7911|±  |0.0095|
|                                              |       |none            |     0|acc_norm   |↑  |0.8112|±  |0.0091|

|Groups|Version|Filter|n-shot| Metric |   |Value |   |Stderr|
|------|------:|------|------|--------|---|-----:|---|-----:|
|cmmlu |      1|none  |      |acc     |↑  |0.5114|±  |0.0045|
|      |       |none  |      |acc_norm|↑  |0.5114|±  |0.0045|

Completed Attn=sdpa
--------------------------------------------------------
Running Attention Sweep: Model=meta-llama/Meta-Llama-3.1-8B, Attn=flash_attention_2, Dtype=bfloat16
Completed Attn=flash_attention_2
=== Attention Sweep Job Completed ===
