=== Job Started ===
Node: c0903a-s5.ufhpc
MODEL: google/gemma-2-27b
MODE: batch
--------------------------------------------------------
Running Batch Sweep: Model=google/gemma-2-27b, BS=1, Dtype=bfloat16
hf ({'pretrained': 'google/gemma-2-27b', 'dtype': 'bfloat16', 'parallelize': True}), gen_kwargs: ({'temperature': 0, 'do_sample': False}), limit: None, num_fewshot: None, batch_size: 1
|                    Tasks                     |Version|     Filter     |n-shot|  Metric   |   |Value |   |Stderr|
| - cmmlu_college_education                    |      1|none            |     0|acc        |↑  |0.6729|±  |0.0456|
|                                              |       |none            |     0|acc_norm   |↑  |0.6729|±  |0.0456|
| - cmmlu_college_engineering_hydrology        |      1|none            |     0|acc        |↑  |0.6038|±  |0.0477|
|                                              |       |none            |     0|acc_norm   |↑  |0.6038|±  |0.0477|
| - cmmlu_college_law                          |      1|none            |     0|acc        |↑  |0.5648|±  |0.0479|
|                                              |       |none            |     0|acc_norm   |↑  |0.5648|±  |0.0479|
| - cmmlu_college_mathematics                  |      1|none            |     0|acc        |↑  |0.3143|±  |0.0455|
|                                              |       |none            |     0|acc_norm   |↑  |0.3143|±  |0.0455|
| - cmmlu_college_medical_statistics           |      1|none            |     0|acc        |↑  |0.6604|±  |0.0462|
|                                              |       |none            |     0|acc_norm   |↑  |0.6604|±  |0.0462|
| - cmmlu_college_medicine                     |      1|none            |     0|acc        |↑  |0.6410|±  |0.0291|
|                                              |       |none            |     0|acc_norm   |↑  |0.6410|±  |0.0291|
| - cmmlu_computer_science                     |      1|none            |     0|acc        |↑  |0.6912|±  |0.0324|
|                                              |       |none            |     0|acc_norm   |↑  |0.6912|±  |0.0324|
| - cmmlu_computer_security                    |      1|none            |     0|acc        |↑  |0.7895|±  |0.0313|
|                                              |       |none            |     0|acc_norm   |↑  |0.7895|±  |0.0313|
| - cmmlu_conceptual_physics                   |      1|none            |     0|acc        |↑  |0.6463|±  |0.0396|
|                                              |       |none            |     0|acc_norm   |↑  |0.6463|±  |0.0396|
| - cmmlu_construction_project_management      |      1|none            |     0|acc        |↑  |0.4604|±  |0.0424|
|                                              |       |none            |     0|acc_norm   |↑  |0.4604|±  |0.0424|
| - cmmlu_economics                            |      1|none            |     0|acc        |↑  |0.6855|±  |0.0369|
|                                              |       |none            |     0|acc_norm   |↑  |0.6855|±  |0.0369|
| - cmmlu_education                            |      1|none            |     0|acc        |↑  |0.5521|±  |0.0391|
|                                              |       |none            |     0|acc_norm   |↑  |0.5521|±  |0.0391|
| - cmmlu_electrical_engineering               |      1|none            |     0|acc        |↑  |0.5581|±  |0.0380|
|                                              |       |none            |     0|acc_norm   |↑  |0.5581|±  |0.0380|
| - cmmlu_elementary_chinese                   |      1|none            |     0|acc        |↑  |0.4325|±  |0.0313|
|                                              |       |none            |     0|acc_norm   |↑  |0.4325|±  |0.0313|
| - cmmlu_elementary_commonsense               |      1|none            |     0|acc        |↑  |0.5657|±  |0.0353|
|                                              |       |none            |     0|acc_norm   |↑  |0.5657|±  |0.0353|
| - cmmlu_elementary_information_and_technology|      1|none            |     0|acc        |↑  |0.8067|±  |0.0256|
|                                              |       |none            |     0|acc_norm   |↑  |0.8067|±  |0.0256|
| - cmmlu_elementary_mathematics               |      1|none            |     0|acc        |↑  |0.3913|±  |0.0323|
|                                              |       |none            |     0|acc_norm   |↑  |0.3913|±  |0.0323|
| - cmmlu_ethnology                            |      1|none            |     0|acc        |↑  |0.5259|±  |0.0431|
|                                              |       |none            |     0|acc_norm   |↑  |0.5259|±  |0.0431|
| - cmmlu_food_science                         |      1|none            |     0|acc        |↑  |0.6643|±  |0.0396|
|                                              |       |none            |     0|acc_norm   |↑  |0.6643|±  |0.0396|
| - cmmlu_genetics                             |      1|none            |     0|acc        |↑  |0.6250|±  |0.0366|
|                                              |       |none            |     0|acc_norm   |↑  |0.6250|±  |0.0366|
| - cmmlu_global_facts                         |      1|none            |     0|acc        |↑  |0.6309|±  |0.0397|
|                                              |       |none            |     0|acc_norm   |↑  |0.6309|±  |0.0397|
| - cmmlu_high_school_biology                  |      1|none            |     0|acc        |↑  |0.5266|±  |0.0385|
|                                              |       |none            |     0|acc_norm   |↑  |0.5266|±  |0.0385|
| - cmmlu_high_school_chemistry                |      1|none            |     0|acc        |↑  |0.4167|±  |0.0431|
|                                              |       |none            |     0|acc_norm   |↑  |0.4167|±  |0.0431|
| - cmmlu_high_school_geography                |      1|none            |     0|acc        |↑  |0.5847|±  |0.0456|
|                                              |       |none            |     0|acc_norm   |↑  |0.5847|±  |0.0456|
| - cmmlu_high_school_mathematics              |      1|none            |     0|acc        |↑  |0.3598|±  |0.0376|
|                                              |       |none            |     0|acc_norm   |↑  |0.3598|±  |0.0376|
| - cmmlu_high_school_physics                  |      1|none            |     0|acc        |↑  |0.5636|±  |0.0475|
|                                              |       |none            |     0|acc_norm   |↑  |0.5636|±  |0.0475|
| - cmmlu_high_school_politics                 |      1|none            |     0|acc        |↑  |0.5315|±  |0.0419|
|                                              |       |none            |     0|acc_norm   |↑  |0.5315|±  |0.0419|
| - cmmlu_human_sexuality                      |      1|none            |     0|acc        |↑  |0.6667|±  |0.0422|
|                                              |       |none            |     0|acc_norm   |↑  |0.6667|±  |0.0422|
| - cmmlu_international_law                    |      1|none            |     0|acc        |↑  |0.4865|±  |0.0368|
|                                              |       |none            |     0|acc_norm   |↑  |0.4865|±  |0.0368|
| - cmmlu_journalism                           |      1|none            |     0|acc        |↑  |0.5988|±  |0.0375|
|                                              |       |none            |     0|acc_norm   |↑  |0.5988|±  |0.0375|
| - cmmlu_jurisprudence                        |      1|none            |     0|acc        |↑  |0.6156|±  |0.0240|
|                                              |       |none            |     0|acc_norm   |↑  |0.6156|±  |0.0240|
| - cmmlu_legal_and_moral_basis                |      1|none            |     0|acc        |↑  |0.8505|±  |0.0244|
|                                              |       |none            |     0|acc_norm   |↑  |0.8505|±  |0.0244|
| - cmmlu_logical                              |      1|none            |     0|acc        |↑  |0.6585|±  |0.0429|
|                                              |       |none            |     0|acc_norm   |↑  |0.6585|±  |0.0429|
| - cmmlu_machine_learning                     |      1|none            |     0|acc        |↑  |0.6803|±  |0.0424|
|                                              |       |none            |     0|acc_norm   |↑  |0.6803|±  |0.0424|
| - cmmlu_management                           |      1|none            |     0|acc        |↑  |0.7714|±  |0.0290|
|                                              |       |none            |     0|acc_norm   |↑  |0.7714|±  |0.0290|
| - cmmlu_marketing                            |      1|none            |     0|acc        |↑  |0.6833|±  |0.0348|
|                                              |       |none            |     0|acc_norm   |↑  |0.6833|±  |0.0348|
| - cmmlu_marxist_theory                       |      1|none            |     0|acc        |↑  |0.6984|±  |0.0335|
|                                              |       |none            |     0|acc_norm   |↑  |0.6984|±  |0.0335|
| - cmmlu_modern_chinese                       |      1|none            |     0|acc        |↑  |0.4052|±  |0.0458|
|                                              |       |none            |     0|acc_norm   |↑  |0.4052|±  |0.0458|
| - cmmlu_nutrition                            |      1|none            |     0|acc        |↑  |0.6000|±  |0.0408|
|                                              |       |none            |     0|acc_norm   |↑  |0.6000|±  |0.0408|
| - cmmlu_philosophy                           |      1|none            |     0|acc        |↑  |0.6667|±  |0.0462|
|                                              |       |none            |     0|acc_norm   |↑  |0.6667|±  |0.0462|
| - cmmlu_professional_accounting              |      1|none            |     0|acc        |↑  |0.6000|±  |0.0371|
|                                              |       |none            |     0|acc_norm   |↑  |0.6000|±  |0.0371|
| - cmmlu_professional_law                     |      1|none            |     0|acc        |↑  |0.4550|±  |0.0344|
|                                              |       |none            |     0|acc_norm   |↑  |0.4550|±  |0.0344|
| - cmmlu_professional_medicine                |      1|none            |     0|acc        |↑  |0.4761|±  |0.0258|
|                                              |       |none            |     0|acc_norm   |↑  |0.4761|±  |0.0258|
| - cmmlu_professional_psychology              |      1|none            |     0|acc        |↑  |0.6983|±  |0.0302|
|                                              |       |none            |     0|acc_norm   |↑  |0.6983|±  |0.0302|
| - cmmlu_public_relations                     |      1|none            |     0|acc        |↑  |0.6322|±  |0.0367|
|                                              |       |none            |     0|acc_norm   |↑  |0.6322|±  |0.0367|
| - cmmlu_security_study                       |      1|none            |     0|acc        |↑  |0.7185|±  |0.0389|
|                                              |       |none            |     0|acc_norm   |↑  |0.7185|±  |0.0389|
| - cmmlu_sociology                            |      1|none            |     0|acc        |↑  |0.6106|±  |0.0325|
|                                              |       |none            |     0|acc_norm   |↑  |0.6106|±  |0.0325|
| - cmmlu_sports_science                       |      1|none            |     0|acc        |↑  |0.5939|±  |0.0383|
|                                              |       |none            |     0|acc_norm   |↑  |0.5939|±  |0.0383|
| - cmmlu_traditional_chinese_medicine         |      1|none            |     0|acc        |↑  |0.3892|±  |0.0359|
|                                              |       |none            |     0|acc_norm   |↑  |0.3892|±  |0.0359|
| - cmmlu_virology                             |      1|none            |     0|acc        |↑  |0.7337|±  |0.0341|
|                                              |       |none            |     0|acc_norm   |↑  |0.7337|±  |0.0341|
| - cmmlu_world_history                        |      1|none            |     0|acc        |↑  |0.6957|±  |0.0364|
|                                              |       |none            |     0|acc_norm   |↑  |0.6957|±  |0.0364|
| - cmmlu_world_religions                      |      1|none            |     0|acc        |↑  |0.6875|±  |0.0368|
|                                              |       |none            |     0|acc_norm   |↑  |0.6875|±  |0.0368|
|gsm8k                                         |      3|flexible-extract|     5|exact_match|↑  |0.7430|±  |0.0120|
|                                              |       |strict-match    |     5|exact_match|↑  |0.7384|±  |0.0121|
|humaneval                                     |      1|create_test     |     0|pass@1     |   |0.5061|±  |0.0392|
|piqa                                          |      1|none            |     0|acc        |↑  |0.8303|±  |0.0088|
|                                              |       |none            |     0|acc_norm   |↑  |0.8444|±  |0.0085|

|Groups|Version|Filter|n-shot| Metric |   |Value |   |Stderr|
|------|------:|------|------|--------|---|-----:|---|-----:|
|cmmlu |      1|none  |      |acc     |↑  |0.5919|±  |0.0044|
|      |       |none  |      |acc_norm|↑  |0.5919|±  |0.0044|

Completed BS=2
--------------------------------------------------------
Running Batch Sweep: Model=google/gemma-2-27b, BS=4, Dtype=bfloat16
hf ({'pretrained': 'google/gemma-2-27b', 'dtype': 'bfloat16', 'parallelize': True}), gen_kwargs: ({'temperature': 0, 'do_sample': False}), limit: None, num_fewshot: None, batch_size: 4
|                    Tasks                     |Version|     Filter     |n-shot|  Metric   |   |Value |   |Stderr|
|----------------------------------------------|------:|----------------|-----:|-----------|---|-----:|---|-----:|
|cmmlu                                         |      1|none            |      |acc        |↑  |0.5895|±  |0.0044|
|                                              |       |none            |      |acc_norm   |↑  |0.5895|±  |0.0044|
| - cmmlu_agronomy                             |      1|none            |     0|acc        |↑  |0.6272|±  |0.0373|
|                                              |       |none            |     0|acc_norm   |↑  |0.6272|±  |0.0373|
| - cmmlu_anatomy                              |      1|none            |     0|acc        |↑  |0.4324|±  |0.0409|
|                                              |       |none            |     0|acc_norm   |↑  |0.4324|±  |0.0409|
| - cmmlu_ancient_chinese                      |      1|none            |     0|acc        |↑  |0.3171|±  |0.0364|
|                                              |       |none            |     0|acc_norm   |↑  |0.3171|±  |0.0364|
| - cmmlu_arts                                 |      1|none            |     0|acc        |↑  |0.7000|±  |0.0363|
|                                              |       |none            |     0|acc_norm   |↑  |0.7000|±  |0.0363|
| - cmmlu_astronomy                            |      1|none            |     0|acc        |↑  |0.4606|±  |0.0389|
|                                              |       |none            |     0|acc_norm   |↑  |0.4606|±  |0.0389|
| - cmmlu_business_ethics                      |      1|none            |     0|acc        |↑  |0.6172|±  |0.0337|
|                                              |       |none            |     0|acc_norm   |↑  |0.6172|±  |0.0337|
| - cmmlu_chinese_civil_service_exam           |      1|none            |     0|acc        |↑  |0.5062|±  |0.0396|
|                                              |       |none            |     0|acc_norm   |↑  |0.5062|±  |0.0396|
| - cmmlu_chinese_driving_rule                 |      1|none            |     0|acc        |↑  |0.7176|±  |0.0395|
